Stage	Trade	Supplier	Component	Unit	Quantity	Price	Description
RFRAME1	0810	52014	0010	1	0		1800 X 900 X 4.5MM EAVES SHEET
RFRAME1	0810	52014	0020	1	0		2400 X 900 X 4.5MM EAVES SHEET
RFRAME1	0810	52014	0030	1	0		2700 X 900 X 4.5MM EAVES SHEET
RFRAME1	0810	52014	0040	1	0		3000 X 900 X 4.5MM EAVES SHEET
RFRAME1	0810	52014	0050	1	0		1800 X 1200 X 4.5MM EAVES SHEET
RFRAME1	0810	52014	0070	1	0		2400 X 1200 X 4.5MM EAVES SHEET
RFRAME1	0810	52014	0080	1	0		2700 X 1200 X 4.5MM EAVES SHEET
RFRAME1	0810	52014	0090	1	0		3000 X 1200 X 4.5MM EAVES SHEET
RFRAME1	0810	52014	0539	1	0		JH PVC EAVE JOINER 4.5MM (0710540) 3M LENGTH
RFRAME1	0810	52014	0120	1			2400 X 900 X 6MM HARDIFLEX
RFRAME1	0810	52014	1230	SHEET			6.0 DURASHEET 3000*900 - 102627
RFRAME1	0810	52014	0160	1			1800 X 1200 X 6MM HARDIFLEX
RFRAME1	0810	52014	0170	1			2400 X 1200 X 6MM HARDIFLEX
RFRAME1	0810	52014	1260	SHEET			6.0 DURASHEET 2700*1200 - 102621
RFRAME1	0810	52014	1270	SHEET			6.0 DURASHEET 3000*1200 - 102625
RFRAME1	0810	52014	1280	SHEET			6.0MM PVC DURASHEET JOINERS 3.0M LENGTHS - 104280
RFRAME1	0810	52014	1210	1			ALUMINIUM BULKHEAD TRIM - 4800 LENGTH - 10555
RFRAME1	0810	52014	2005	LNGTH	0		DURAPLANK WOODGRAIN - 4200 X 230W - 107434
RFRAME1	0810	52014	2006	LNGTH	0		DURAPLANK SMOOTH - 4200 X 230W - 102585
RFRAME1	0810	52014	2012	1	0		DURA EXTCNR17 17MMX3M - 108009
RFRAME1	0830	10412452	7000	1	1	$0.00	ENTER FASCIA FROM IND. TIMB. CUT LIST
RFRAME1	0810	52014	2050	1			TRIPLE GRIPS
RFRAME1	0810	52014	2055	1	0		FOIL FASTENERS - STRIP OF 10 (931465400195)
RFRAME1	0810	52014	2440	1	0		NULINE WEATHERBOARD SQUARE 4200*175*14 PLSQ14175
RFRAME1	0810	52014	2442	1	0		NULINE WEATHERBOARD BULLNOSE 4200*175*14 PLBN14175
RFRAME1	0810	52014	1990	LNGTH	0		NULINE WEATHERBOARD SQUARE 4200*205*14 - 104348
RFRAME1	0810	52014	1995	LNGTH	0		NULINE WEATHERBOARD BULLNOSE 4200*205*14 - 104340
RFRAME1	0810	52014	9029	1	1		DELIVERY PER LOT TO BUNBURY
RFRAME1	0810	52014	9031	1			DELIVERY PER LOT TO BUSSELTON
RFRAME1	0810	52014	9044	1			DELIVERY PER LOT TO DUNSBOROUGH
RFRAME1	0810	52014	9068	1	0		DELIVERY PER LOT TO MARGARET RIVER
RFRAME1	0810	52014	9024	1	0		DELIVERY PER LOT TO BRIDGETOWN
RFRAME1	0810	52014	PN10	1	0		DURAPLANK STARTER STRIP 7.5MMX3M
							
RFRAME1	0830	10412452	0100	T	0	$5.14	COLORBOND FASCIA 0.55 - 100MM WITH TILT
RFRAME1	0830	10412452	0020	1	0	$0.40	FASCIA FIXING CLIP STANDARD
RFRAME1	0830	10412452	0100	T	0	$5.14	COLORBOND FASCIA 0.55 - 100MM WITH TILT
RFRAME1	0830	10412452	0020	1	0	$0.40	FASCIA FIXING CLIP STANDARD
RFRAME1	0830	10412452	50	1			SIDE CLIPS
RFRAME1	0830	10412452	0110	1	0	$2.92	COLORBOND FASCIA CORNER 90 DEGREES EXTERNAL
RFRAME1	0830	10412452	0120	1	0	$2.92	COLORBOND FASCIA CORNER 90 DEGREES INTERNAL
RFRAME1	0830	10412452	100	1			135 DEG CORNERS
RFRAME1	0830	10412452	0130	1	0	$1.48	FASCIA SLEEVES
RFRAME1	0830	10412452	0140	1	0	$0.63	COLORBOND FASCIA STOP END RIGHT HAND SIDE
RFRAME1	0830	10412452	0150	1	0	$0.63	COLORBOND FASCIA STOP END LEFT HAND SIDE
RFRAME1	0830	10412452	200	1			DELIVERY
RFRAME1	0830	10412452	0110	1	0	$2.92	COLORBOND FASCIA CORNER 90 DEGREES EXTERNAL
RFRAME1	0830	10412452	350	1	0		STOP ENDS COLORBOND
RFRAME1	0830	10412452	0120	1	0	$2.92	COLORBOND FASCIA CORNER 90 DEGREES INTERNAL
RFRAME1	0830	10412452	0175	1	0	$3.00	COLORBOND POP RIVETS - PACK OF 100
RFRAME1	0830	10412452	1506	7	FALSE	$6.22	FL231CC 0.6 C/BOND TOE MOULD DETAIL E
RFRAME1	0830	10412452	1508	7	FALSE	$6.22	FL231CC 0.6 C/BOND TOE MOULD DETAIL E
RFRAME1	0830	10412452	9029	1	FALSE		DELIVERY TO BUNBURY - EX BUSSELTON STORE
RFRAME1	0830	10412452	9031	1			DELIVERY TO BUSSELTON - EX BUSSELTON STORE
RFRAME1	0830	10412452	9041	1	FALSE		DELIVERY TO DENMARK
RFRAME1	0830	10412452	9044	1	FALSE	$90.00	DELIVERY TO DUNSBOROUGH - EX BUSSELTON STORE
RFRAME1	0830	10412452	9068	1	FALSE		DELIVERY TO MARGARET RIVER - EX BUSSELTON STORE
RFRAME1	0830	10412452	9094	1	FALSE		DELIVERY TO YALLINGUP - EX BUSSELTON STORE
RFRAME1	0830	10412452	7000	1	0	$0.00	
							
RFRAME1	0840	50001	0010	1	8	$159.00	ARTICULATED CRANE (FOR 180UB OR LARGER)
RFRAME1	0840	50001	0020	1	8	$68.00	DOGMAN FOR CRANE ALLOWANCE
							
RFRAME1	0850	50062	0010	8	0.0	$26.00	AREA INCL. GALV NAIL ALLOW.
RFRAME1	0850	50062	0020	1	20	$15.12	HIP & VALLEY
RFRAME1	0850	50062	0030	1	0		SCOTCH VALLEY
RFRAME1	0850	50062	0037	8	0	$12.00	E/O RAKING AREAS - INTERNAL & EXTERNAL
RFRAME1	0850	50062	0041	8	64.2	$9.00	HARDIFLEX LINING (4.5MM AND 6.0MM)
RFRAME1	0850	50062	0046	8	29.1	$24.00	INSTALL 6MM FIBRE CEMENT (NAILED) WITH NEGATIVE DETAIL JOIN ON FLAT (NO JOINT STRIP)
RFRAME1	0850	50062	0050	1	3	$54.00	GABLETS
RFRAME1	0850	50062	0053	7	3.2	$1.20	***BAL*** NEGATIVE DETAIL FLASHING
RFRAME1	0850	50062	0060	8	12.8	$14.40	GABLES FRAMING
RFRAME1	0850	50062	0065	1	2	$26.40	SPANDREL END ALL IN RATE
RFRAME1	0850	50062	0080	8	0.0	$6.00	GABLE HARDIFLEX
RFRAME1	0850	50062	0090	8	10.5	$8.40	GABLE VERGE OVERHANG
RFRAME1	0850	50062	0100	7	17.9	$7.50	STEEL BEAMS
RFRAME1	0850	50062	0110	7	5.3	$7.50	TIMBER BEAMS
RFRAME1	0850	50062	0115	1	0		INSTALL FINIAL
RFRAME1	0850	50062	0120	1	0	$27.00	TIMBER POSTS (INCL. BOLTING SHOE TO FOOTING)
RFRAME1	0850	50062	0126	1	0		BUSH POLES 150MM DIA (INCL. BOLTING SHOE TO FOOTING)
RFRAME1	0850	50062	0127	1	0		BUSH POLES 200MM DIA AND OVER (INCL. BOLTING SHOE TO FOOTING)
RFRAME1	0850	50062	0130	7	0	$1.80	EXPOSED RAFTERS
RFRAME1	0850	50062	0150	7	13.1	$6.00	BARGES
RFRAME1	0850	50062	0181	8	0.0	$2.40	METAL BATTEN (MUST BE SCREWED W/-14G X 40MM TEKS) FOR TIN ROOF
RFRAME1	0850	50062	0184	8	0		E/O BUGLE SCREWS TO TIMBER BATTENS
RFRAME1	0850	50062	0191	1	0		FRAMING FOR COFFERED CEILING
RFRAME1	0850	50062	0280	1	4	$39.00	CUTTING HOLES IN BRICKWORK
RFRAME1	0850	50062	0313	1	2	$40.00	INSTALL LINEA REVEALS PER WINDOW (INC'S CUTTING DOWN)
RFRAME1	0850	50062	0318	7	4.2	$20.00	WALL FRAMING UP TO 3.0M HIGH - MADE ON SITE
RFRAME1	0850	50062	0323	1	2	$12.72	FLASHINGS PER FRAME
RFRAME1	0850	50062	0326	8	17.6	$2.16	SISALATION
RFRAME1	0850	50062	0327	7		$12.00	CORNER STOPS (INCL FLASHINGS) INT & EXT
RFRAME1	0850	50062	0350	7	8.7	$7.80	BOLTING PLATE
RFRAME1	0850	50062	0355	1			E/O FOR DOUBLE ROWS OF UNDERPURLINS PER JOB
RFRAME1	0850	50062	0360	1	2	$30.00	WINDOW/DOOR FRAMES INTO STUD WALLS
RFRAME1	0850	50062	0395	7	4	$39.00	E/O FOR FRAMED BULKHEADS
RFRAME1	0850	50062	0402	8	0.0	$10.00	E/O LARGE &/OR DIFFICULT ROOF (OVER 250M2 / IRREGULAR ROOF / 16+ HIPS & VALLEYS)
RFRAME1	0850	50062	0420	1	2	$40.00	CUT CLADDING INTO FRAMES
RFRAME1	0850	50062	0431	8	0		FIX CLADDING - HARDIPLANK OR SIMILAR (OVER 50M2)
RFRAME1	0850	50062	0434	8	17.6	$48.00	FIX CLADDING - HARDIPLANK OR SIMILAR (UNDER 50M2)
RFRAME1	0850	50062	0502	1	0		BOLT PERGOLA RAFTERS BOLTS TO RAFTERS
RFRAME1	0850	50062	0900	1	2	$20.40	TRIM OUT FOR MAN-HOLE / RETURN AIR
RFRAME1	0850	50062	9900	0	1	$0.00	PLEASE PLACE ALL RUBBISH & WASTE IN BIN
RFRAME1	0850	50062	1000	8	4.70		INSTALL INSULATION TO STUD WALLS
RFRAME1	0850	50062	310	1	0		INSTALL TRIPLE GRIPS /HOUSE
RFRAME1	0850	50062	365	1			EO FOR RAKED BULKHEAD UPTO 10M
RFRAME1	0850	50062	366	7			EO FOR RAKED BULKHEAD OVER 10M
RFRAME1	0850	50062	372	7			INSTALL ALUMINIUM BULKHEAD TRIM ALFRESCO RECESSED CEILING
RFRAME1	0850	50062	375	1			SOFFIT CORNICE
RFRAME1	0850	50062	2010	1			ALLOWANCE FOR DYNABOLTS,LIQUID NAILS & FLR SCREWS
RFRAME1	0850	50062	401	1	0		E/O FOR COASTAL ROOF HARDWARE ALLOWANCE
RFRAME1	0850	50062	501	1	0		E/O FOR N3 RATING
RFRAME1	0850	50062	661	1	0		INSTALL TRIMMERS TO SUIT SECTIONAL GARAGE DOOR - SEE SUPER FOR DETAILS
RFRAME1	0850	50062	665	1	0		FIT MOULDING TO CORNER - METAL OR TIMBER
RFRAME1	0850	50062	666	7	0		FIX STARTER BOARD OR STRIP INCLUDE RIPPING TO CLADDING TO MANUFACTURERS DETAIL
							
RFRAME1	0980	52640	5899	1	0		2040 X 870 SLIMLINE 3000 CAVITY SLIDER UNIT (90MM)
RFRAME1	0980	52640	5900	1	0		2040 X 820 SLIMLINE 3000 CAVITY SLIDER UNIT (90MM)
RFRAME1	0980	52640	5901	1	0		2040 X 720 SLIMLINE 3000 CAVITY SLIDER UNIT (90MM)
RFRAME1	0980	52640	5908	1	0		2040 X 1440 SLIMLINE 3000 CAVITY SLIDER UNIT-90MM
RFRAME1	0980	52640	7000	1	0	$0.00	2040 X 620 SLIMLINE 3000 CAVITY SLIDER UNIT (90MM)
RFRAME1	0980	52640	7001	1	0	$0.00	2040 X 920 SLIMLINE 3000 CAVITY SLIDER UNIT (90MM)
RFRAME1	0980	52640	7002	1	0	$0.00	2040 X 1640 SLIMLINE 3000 CAVITY SLIDER UNIT-90MM
RFRAME1	0980	52640	7003	1	0	$0.00	2040 X 1740 SLIMLINE 3000 CAVITY SLIDER UNIT-90MM
RFRAME1	0980	52640	7004	1	0	$0.00	2040 X 1240 SLIMLINE 3000 CAVITY SLIDER UNIT-90MM
RFRAME1	0980	52640	7500	1	0	$0.00	FLUSH JAMB
RFRAME1	0980	52640	9010	1	0		DELIVERY TO ALBANY
RFRAME1	0980	52640	9015	1	0		DELIVERY TO AUSTRALIND
RFRAME1	0980	52640	9098	1	0		DELIVERY TO BINNINGUP
RFRAME1	0980	52640	9023	1	0		DELIVERY TO BOYUP BROOK
RFRAME1	0980	52640	9024	1	0		DELIVERY TO BRIDGETOWN
RFRAME1	0980	52640	9029	1	0		DELIVERY TO BUNBURY /DALYELLUP
RFRAME1	0980	52640	9031	1	0		DELIVERY TO BUSSELTON
RFRAME1	0980	52640	9032	1	0		DELIVERY TO CAPEL
RFRAME1	0980	52640	9035	1	0		DELIVERY TO COLLIE
RFRAME1	0980	52640	9044	1	0		DELIVERY TO DONNYRBOOK
RFRAME1	0980	52640	9046	1	0		DELIVERY TO EATON
RFRAME1	0980	52640	9222	1	0		DELIVERY TO HARVEY
RFRAME1	0980	52640	9067	1	0		DELIVERY TO MANJIMUP
RFRAME1	0980	52640	9068	1	0		DELIVERY TO MARGARET RIVER / COWARAMUP
RFRAME1	0980	52640	9073	1	0		DELIVERY TO NANNUP
							
RFRAME1	1020	50062	0037	1	0	$120.00	ASSEMBLE AND FIT CORINTHIAN CAVITY SLIDING DOOR UNIT
RFRAME1	1020	50062	0670	1	0	$100.00	RETURN TRIP FOR FINAL FIX
							
TIEDN1	0850	97509	0002	1	1	$75.00	HARDWARE ALLOWANCE (PER JOB)
TIEDN1	0850	97509	3120	1	1	$120.00	CHASE WALLS UP TO QTY OF 10 (MINIMUM CHARGE)
TIEDN1	0850	97509	3121	1	0	$10.00	CHASE WALLS OVER FIRST 10 TO JOB
TIEDN1	0850	97509	3125	1	9	$25.00	CHISEL OUT AND INSTALL ROD (TO CHASE)
TIEDN1	0850	97509	3130	1	9	$10.00	INSTALL STANDARD CLEAT
TIEDN1	0850	97509	7000	1	0	$200.00	DELIVERY NORTHCLIFFE
TIEDN1	0850	97509	7000	1	0	$70.00	DELIVERY BALINGUP
TIEDN1	0850	97509	7000	1	0	$60.00	DELIVERY NANNUP
TIEDN1	0850	97509	7000	1	0	$180.00	DELIVERY KULIKUP
TIEDN1	0850	97509	7000	1	0	$130.00	DELIVERY YARLOOP
TIEDN1	0850	97509	7000	1	0	$0.00	DELIVERY BUSSELTON
TIEDN1	0850	97509	7000	1	0	$20.00	DELIVERY DUNSBOROUGH
TIEDN1	0850	97509	7000	1	0	$20.00	DELIVERY YALLINGUP
TIEDN1	0850	97509	7000	1	0	$40.00	DELIVERY COWARAMUP
TIEDN1	0850	97509	7000	1	0	$40.00	DELIVERY MARGARET RIVER
TIEDN1	0850	97509	7000	1	0	$50.00	DELIVERY WITCHCLIFFE
TIEDN1	0850	97509	7000	1	0	$80.00	DELIVERY AUGUSTA
TIEDN1	0850	97509	7000	1	0	$80.00	DELIVERY KARRIDALE
TIEDN1	0850	97509	7000	1	0	$35.00	DELIVERY DALYELUP
TIEDN1	0850	97509	7000	1	0	$60.00	DELIVERY BUNBURY
TIEDN1	0850	97509	7000	1	0	$75.00	DELIVERY MILLBRIDGE
TIEDN1	0850	97509	7000	1	1	$70.00	DELIVERY AUSTRALIND
TIEDN1	0850	97509	7000	1	0	$80.00	DELIVERY MYALUP
TIEDN1	0850	97509	7000	1	0	$95.00	DELIVERY BINNINGUP
TIEDN1	0850	97509	7000	1	0	$75.00	DELIVERY DARDANUP
TIEDN1	0850	97509	7000	1	0	$100.00	DELIVERY HARVEY
TIEDN1	0850	97509	7000	1	0	$90.00	DELIVERY BRUNSWICK
TIEDN1	0850	97509	7000	1	0	$150.00	DELIVERY PINJARRA
TIEDN1	0850	97509	7000	1	0	$130.00	DELIVERY WAROONA
TIEDN1	0850	97509	7000	1	0	$120.00	DELIVERY COLLIE
TIEDN1	0850	97509	7000	1	0	$150.00	DELIVERY DWELLINGUP
TIEDN1	0850	97509	7000	1	0	$70.00	DELIVERY DONNYBROOK
TIEDN1	0850	97509	7000	1	0	$60.00	DELIVERY BOYANUP
TIEDN1	0850	97509	7000	1	0	$100.00	DELIVERY BOYUP BROOK
TIEDN1	0850	97509	7000	1	0	$180.00	DELIVERY MOODIARRUP
TIEDN1	0850	97509	7000	1	0	$90.00	DELIVERY BRIDGETOWN
TIEDN1	0850	97509	7000	1	0	$100.00	DELIVERY MANJIMUP
TIEDN1	0850	97509	7000	1	0	$150.00	DELIVERY PEMBERTON
TIEDN1	0850	97509	7000	1	0	$130.00	DELIVERY COOKERNUP
							
RPLUMB1	1040	52024	7610	1	0	$0.00	ROOF PLUMBING - PROGRESS CLAIM AS PER QUOTE
							
CTUBE1	1040	52024	6610	1	0	$1.00	PLUMBING TUBE - PROGRESS CLAIM AS PER QUOTE
	 	 	 	 			 
ETUBE1	0945	11288700	3205	1	0	$544.00	FIBRE SERVICE - 3 POINT PACK (INCL. 1 X PHONE POINT, 1 X DATA POINT, 1 X TV POINT, INTERNAL NBN CONDUIT & 3 GANG CONNECTION PLATE)
							
ETUBE1	1030		7000	1	0	$0.00	ELECTRICAL AS PER QUOTE
							
RCOVM1	0865	50001	7000	1	1	$0.00	COLORBOND ROOF AS QUOTED
							
RCOVM2	0865	50001	0002	1	0	$0.00	COLOURBOND ROOF AS QUOTED
							
RCOVM1	1320	09506	1026	8	0	$3.95	FIBREGLASS BATT INSUL. R2.0 WALLS (SUPPLY ONLY)
RCOVM1	1320	09506	9310	1	0	$0.00	DELIVERY EX: PLASTERBOARD VASSE - ZONE A (BUSSELTON)
RCOVM1	1320	09506	9311	1	0		DELIVERY EX: PLASTERBOARD VASSE - ZONE B (DUNSBOROUGH, YALLINGUP)
RCOVM1	1320	09506	9312	1	0		DELIVERY EX: PLASTERBOARD VASSE - ZONE C (CAPEL, NANNUP)
RCOVM1	1320	09506	9320	1	0		DELIVERY EX: PLASTERBOARD MARGARET RIVER - ZONE A (TOWN)
RCOVM1	1320	09506	9321	1	0		DELIVERY EX: PLASTERBOARD MARGARET RIVER - ZONE B (PREVELLY, WITCHCLIFFE)
							
RCOVM1	1320	03707	0067	1	1		INSULATION R2.0 580 - (INCLUDES 32 SHEETS, 21.75M2 COVERAGE)
RCOVM1	1320	03707	7015	1	1	$50.00	DELIVERY TO AUSTRALIND
RCOVM1	1320	03707	7022	1	0	$59.00	DELIVERY TO BOYANUP
RCOVM1	1320	03707	7023	1	0	$164.00	DELIVERY TO BOYUPBROOK
RCOVM1	1320	03707	7024	1	1	$163.64	DELIVERY TO BRIDGETOWN
RCOVM1	1320	03707	7027	1	0	$59.00	DELIVERY TO BRUNSWICK
RCOVM1	1320	03707	7029	1	0	$50.00	DELIVERY TO BUNBURY
RCOVM1	1320	03707	7032	1	0	$50.00	DELIVERY TO CAPEL
RCOVM1	1320	03707	7035	1	0	$136.00	DELIVERY TO COLLIE
							
SKY1	0910	74124	7000	1	0	$0.00	SKYLIGHT AS QUOTED
							
AIRC1	1110	73022	7000	1	0	$0.00	SKY LIGHTING AS PER QUOTE
							
AIRC1	1110	73022	7000	1	0	$0.00	AIR CONDITIONING AS PER QUOTE
							
REND1	0890	50062	0011	8	0		EXTERNAL WALL FLOAT ONLY (FOR ACRYLIC FINISH) GROUND FLOOR
REND1	0890	50062	0060	1	13	$40.00	RENDERED EXT. WINDOW SILLS
REND1	0890	50062	0090	7	0		2C RENDERED DADO
REND1	0890	50062	0129	1	20	$10.00	EXT. RENDER - PLASTIC STOP ENDS
REND1	0890	50062	0420	8	0	$19.00	SAND FINISH RENDER FOR PAINT FINISH
							
REND1	0890	03168	7000	1	0	$0.00	ARCHITECTURAL MOULDING AS QUOTED
							
REND1	0895	52045	0331	9	0		PLASTERING SAND (BALINGUP)
REND1	0895	52045	0328	9	0		PLASTERING SAND (BOYANUP)
REND1	0895	52045	0327	9	0		PLASTERING SAND (BOYUP BROOK)
REND1	0895	52045	0301	9	0		PLASTERING SAND (BUNBURY)
REND1	0895	52045	0329	9	0		PLASTERING SAND (BUREKUP)
REND1	0895	52045	0330	9	0		PLASTERING SAND (BRIDGETOWN)
REND1	0895	52045	0320	9	0		PLASTERING SAND (BRUNSWICK)
REND1	0895	52045	0304	9	0		PLASTERING SAND (DARDANUP)
REND1	0895	52045	0313	9	10		PLASTERING SAND (AUSTRALIND)
REND1	0895	52045	0303	9	0		PLASTERING SAND (EATON)
REND1	0895	52045	0300	9	0		PLASTERING SAND (CAPEL)
REND1	0895	52045	0306	9	0	$42.00	PLASTERING SAND (BUSSELTON / VASSE)
REND1	0895	52045	0307	9	0		PLASTERING SAND (DUNSBOROUGH)
REND1	0895	52045	0605	9	0		PLASTERING SAND (COWARAMUP)
REND1	0895	52045	0603	9	0		PLASTERING SAND (MARG RIVER)
REND1	0895	52045	0326	9	0		PLASTERING SAND (DONNYBROOK / BROOKHAMPTON)
REND1	0895	52045	0321	9	0		PLASTERING SAND (BINNINGUP)
REND1	0895	52045	0323	9	0		PLASTERING SAND (HARVEY)
REND1	0895	52045	0308	9	0		YELLOW PLASTERING SAND (COLLIE)
REND1	0895	52045	0353	9	0		PLASTERING SAND (WAROONA)
REND1	0895	52045	0356	9	0		PLASTERING SAND (WITCHCLIFFE)
REND1	0895	52045	0604	9	0		PLASTERING SAND (AUGUSTA)
REND1	0895	52045	0344	9	0		PLASTERING SAND (MANJIMUP / DINGUP)
REND1	0895	52045	0602	9	0		PLASTERING SAND (YALLINGUP)
							
FLOAT1	0895	52045	0331	9	0		PLASTERING SAND (BALINGUP)
FLOAT1	0895	52045	0328	9	0		PLASTERING SAND (BOYANUP)
FLOAT1	0895	52045	0327	9	0		PLASTERING SAND (BOYUP BROOK)
FLOAT1	0895	52045	0301	9	0		PLASTERING SAND (BUNBURY)
FLOAT1	0895	52045	0329	9	0		PLASTERING SAND (BUREKUP)
FLOAT1	0895	52045	0330	9	0		PLASTERING SAND (BRIDGETOWN)
FLOAT1	0895	52045	0320	9	0		PLASTERING SAND (BRUNSWICK)
FLOAT1	0895	52045	0304	9	0		PLASTERING SAND (DARDANUP)
FLOAT1	0895	52045	0313	9	0		PLASTERING SAND (AUSTRALIND)
FLOAT1	0895	52045	0303	9	0		PLASTERING SAND (EATON)
FLOAT1	0895	52045	0300	9	0		PLASTERING SAND (CAPEL)
FLOAT1	0895	52045	0306	9	0	$42.00	PLASTERING SAND (BUSSELTON / VASSE)
FLOAT1	0895	52045	0307	9	0		PLASTERING SAND (DUNSBOROUGH)
FLOAT1	0895	52045	0605	9	0		PLASTERING SAND (COWARAMUP)
FLOAT1	0895	52045	0603	9	0		PLASTERING SAND (MARG RIVER)
FLOAT1	0895	52045	0326	9	0		PLASTERING SAND (DONNYBROOK / BROOKHAMPTON)
FLOAT1	0895	52045	0321	9	0		PLASTERING SAND (BINNINGUP)
FLOAT1	0895	52045	0323	9	0		PLASTERING SAND (HARVEY)
FLOAT1	0895	52045	0308	9	0		YELLOW PLASTERING SAND (COLLIE)
FLOAT1	0895	52045	0353	9	0		PLASTERING SAND (WAROONA)
FLOAT1	0895	52045	0356	9	0		PLASTERING SAND (WITCHCLIFFE)
FLOAT1	0895	52045	0604	9	0		PLASTERING SAND (AUGUSTA)
FLOAT1	0895	52045	0344	9	0		PLASTERING SAND (MANJIMUP / DINGUP)
FLOAT1	0895	52045	0602	9	0		PLASTERING SAND (YALLINGUP)
							
TEXT1	0890	00102	0440	8	0		ACRYLIC / TEXTURE RENDER (FLOAT BY BUILDER) - GROUND FLOOR
TEXT1	0890	00102	0441	8	0		ACRYLIC / TEXTURE RENDER (FLOAT BY BUILDER) - TOP FLOOR
TEXT1	0890	00102	0443	7			TEXTURE COATING 2 COATS TO STICK ON MOULDINGS
TEXT1	0890	00102	0449	7			ACRYLIC TEXTURE CORBELLING
TEXT1	0890	00102	0453	1			ACRYLIC TEXTURE PIERS
							
CEILS1	0880	50062	0005	0	1	$0.00	BORAL GYPROCK MUST BE USED
CEILS1	0880	50062	0010	8	157.9	$23.00	FLAT CEILINGS TO 2600 HIGH (30CRS)
CEILS1	0880	50062	0012	8	45.1	$25.50	FLAT CEILING 2600 TO 2800 HIGH (31CRS - 32CRS)
CEILS1	0880	50062	0013	8	0		FLAT CEILING ABOVE 2800 HIGH (33CRS +)
CEILS1	0880	50062	0017	7	3.7	$15.00	UNDER EAVES BULKHEADS E/O (PER LIN M)
CEILS1	0880	50062	0020	8	0		RAKED CEILINGS (LINED UNDER RAFTERS)
CEILS1	0880	50062	0040	1	1	$100.00	E/O RETURN TRIP TO FIX CORNICE TO FULL HEIGHT TILING/OVERHEAD CUPBOARD
CEILS1	0880	50062	0059	8	0		AQUACHECK TO WALLS E/O STD
CEILS1	0880	50062	0063	8			AQUACHECK TO CEILINGS TO 2800 HIGH E/O STD
CEILS1	0880	50062	0075	8	0		DRY WALL LINING UP TO 2700 HIGH
CEILS1	0880	50062	0076	8	0		8MM GYPROCK DRY WALL LINING OVER 2700 HIGH
CEILS1	0880	50062	0130	8	0		SUPPLY,FIX & FLUSH 6MM VILLABOARD
CEILS1	0880	50062	0140	1	1	$20.00	CEILING VENTS E/O (EACH)
CEILS1	0880	50062	0160	8			FURRING CHANNELS TO TIMBER
CEILS1	0880	50062	0230	7	14.5	$12.00	SOFFITS (TO FULL HEIGHT OPENINGS ETC)
CEILS1	0880	50062	0242	7	0		S & I RONDO P50 SHADOWLINE CORNICE
CEILS1	0880	50062	0380	7	3.7	$18.50	L BEAM TO VAULTED CEILING & B/HEAD
CEILS1	0880	50062	0500	1	1	$50.00	SUPPLY & FIX ALUMINIUM MANHOLE TRIM
CEILS1	0880	50062	0510	7	0		E/O BORAL CAIRO 4 STEP CORNICE    (COPIED FROM CEILING FORCE RATES)
CEILS1	0880	50062	0518	7	0		E/O BORAL LINEAR CORNICE
CEILS1	0880	50062	0613	1	48		METAL LATHE BEAD FOR ALL CORNERS
CEILS1	0880	50062	0700	1	1	$55.00	EXTRA MANHOLE SUPL'D & FIT'D W/- ALUMINIUM TRIM
CEILS1	0880	50062	1000	8	0.00		INSTALL INSULATION TO STUD WALLS
CEILS1	0880	50062	1013	8	0		SUPPLY & INSTALL R4.1 INSULATION TO RAKED CEILING
CEILS1	0880	50062	8002	1	1	$150.00	ALL BUTT JOINTS TO BE BACK BLOCKED
CEILS1	0880	50062	9000	7	239	$0.00	LINEAL METRES OF CORNICE
CEILS1	0880	50062	9900	0	1	$0.00	PLEASE PLACE ALL RUBBISH & WASTE IN BIN
CEILS1	0880	50062	7000	7	0	$18.50	FLUSH CEILING (NO CORNICE)
CEILS1	0880	50062	7013	8	1.85	$9.50	SUPPLY AND INSTALL INSULATION TO BULKHEADS
CEILS1	0880	50062	7020	8	0		10MM GYPROCK CEILING AND CORNICES TO 31C (UPPER FLOOR)
CEILS1	0880	50062	7025	8	0		10MM GYPROCK CEILING AND CORNICES TO 31C TO ALFRESCO (UPPER FLOOR)
							
CEILS1	1200	50062	0020	8	-217.5	$7.25	HARDIFLEX LINING EXT. & INT.
CEILS1	1200	50062	0300	8	209.9	$7.50	CEILINGS STD
CEILS1	1200	50062	0302	8	0	$9.24	EXTERNAL GYPROCK CEILINGS (2 COATS SOLAGARD)
CEILS1	1200	50062	0304	8	29.1		PAINT EXTERNAL FIBRE CEMENT WITH NEGATIVE DETAIL
							
SETS1	0890	50062	0010	8	0	$18.50	WALL FLOAT & SET
SETS1	0890	50062	0210	1	48	$15.00	METAL LATHE BEAD FOR ALL CORNERS
SETS1	0890	50062	0300	1	1	$180.00	HIGH CEILINGS PER JOB (SMALL)
SETS1	0890	50062	0302	1	0	$400.00	HIGH CEILINGS PER JOB (LARGE)
SETS1	0890	50062	0602	0	1	$0.00	PLAST'S NOT CLEANING OUT WINDOWS WILL BE B/CHARGED
SETS1	0890	50062	9900	0	1	$0.00	PLEASE PLACE ALL RUBBISH & WASTE IN BIN
							
SETS1	1170	50061	0016	1	1	$250.00	2ND CLEAN - LOCK UP & BOX OUT GARAGE
							
FIX1	0900	50001	0001	1			SITE GLAZING AS PER QUOTE
							
FIX1	0960	52640	0020	T	0	$1.96	12 X 12 JARRAH QUAD 1.8M & UP
